file_name, filter_, image_size, camera, center_ra(deg), center_dec(deg), width_ra('), width_dec('), jd, exp_time(s), ccd_temp(C)
19990306_1500_I.fits,I,"(1024, 10000)",PV10K,224.99865124,32.9832257806,160.086724474,16.4381162189,2451243.96181,24576.0,-33.15
20000524_1520_I.fits,I,"(1024, 10000)",PV10K,230.061854832,32.9816448203,160.092806892,16.4381162189,2451688.76014,24576.0,-33.15
20011209_0100_I.fits,I,"(2048, 10000)",PV20K,15.0021213999,32.9613263231,159.601876725,32.7759083352,2452252.61902,49152.0,19.85
20000523_1210_I.fits,I,"(1024, 10000)",PV10K,182.498488937,32.9772363355,160.09029003,16.4381162189,2451687.63111,24576.0,-33.15
20000523_1720_I.fits,I,"(1024, 10000)",PV10K,260.002658493,32.9789050598,160.082529696,16.4381162189,2451687.84581,24576.0,-33.15
20011209_0420_I.fits,I,"(2048, 10000)",PV20K,65.0019522049,32.9692589661,159.602715689,32.7759083352,2452252.75755,49152.0,19.85
19970216_1230_I.fits,I,"(2048, 15000)",Loral1,187.500459554,33.0037370279,148.511306344,20.3351737539,2450495.90772,30720.0,-33.15
20000524_1230_I.fits,I,"(1024, 10000)",PV10K,187.430838887,32.980644917,138.900558437,16.4381162189,2451688.64204,24576.0,-33.15
20010929_2200_I.fits,I,"(2048, 10000)",PV20K,330.002118105,32.9634977302,159.59831122,32.7759083352,2452181.6882,49152.0,19.85
19990309_1130_I.fits,I,"(1024, 10000)",PV10K,172.503041148,32.9830882196,160.089451085,16.4381162189,2451246.81022,24576.0,-33.15
20010929_1930_I.fits,I,"(2048, 10000)",PV20K,292.497730488,32.9671794639,159.598520942,32.7759083352,2452181.58429,49152.0,19.85
20000524_1700_I.fits,I,"(1024, 10000)",PV10K,255.034547947,32.9820993668,160.088821863,16.4381162189,2451688.82932,24576.0,-33.15
20000413_1120_I.fits,I,"(1024, 10000)",PV10K,169.998370822,32.9804131422,160.093436139,16.42557761,2451647.7057,24576.0,-33.15
19970216_0910_I.fits,I,"(2048, 15000)",Loral1,137.500474084,33.0054245366,148.513613405,20.3351737539,2450495.76919,30720.0,-33.15
20011209_0020_I.fits,I,"(2048, 10000)",PV20K,4.99766989411,32.9607985853,159.601876725,32.7759083352,2452252.5913,49152.0,19.85
20000425_1520_I.fits,I,"(1024, 10000)",PV10K,230.002660036,32.980982243,160.091338725,16.42557761,2451659.83916,24576.0,-33.15
20010929_0410_I.fits,I,"(2048, 10000)",PV20K,62.4976960557,32.9714732831,159.598520942,32.7759083352,2452181.94446,49152.0,19.85
20000524_1710_I.fits,I,"(1024, 10000)",PV10K,257.527693441,32.982134511,160.088612114,16.4381162189,2451688.83623,24576.0,-33.15
20011015_2350_I.fits,I,"(2048, 10000)",PV20K,357.501874921,32.9627833701,159.601667027,32.7759083352,2452197.72071,49152.0,19.85
19990610_1810_I.fits,I,"(1024, 10000)",PV10K,272.498648139,32.9788303073,160.090709503,16.4381162189,2451339.83129,24576.0,-33.15
19990610_1640_I.fits,I,"(1024, 10000)",PV10K,249.998635341,32.9764417513,160.089031612,16.4381162189,2451339.76896,24576.0,-33.15
20000407_1350_I.fits,I,"(1024, 10000)",PV10K,207.502578073,32.9823347287,160.089660808,16.42557761,2451641.82598,24576.0,-33.15
19970614_1400_I.fits,I,"(2048, 15000)",Loral1,210.00323874,33.0003529271,148.372673417,20.3159887228,2450613.64789,30720.0,-33.15
19970216_1040_I.fits,I,"(2048, 15000)",Loral1,160.000376223,33.0033364436,148.513613405,20.3351737539,2450495.83153,30720.0,-33.15
20010929_0330_I.fits,I,"(2048, 10000)",PV20K,52.5021269938,32.9697266185,159.59831122,32.7759083352,2452181.91677,49152.0,19.85
19970216_1150_I.fits,I,"(2048, 15000)",Loral1,177.500357252,33.0032080492,148.511096627,20.3351737539,2450495.88001,30720.0,-33.15
19990309_0940_I.fits,I,"(1024, 10000)",PV10K,144.998764947,32.9825174068,160.089451085,16.4381162189,2451246.73403,24576.0,-33.15
20010929_0200_I.fits,I,"(2048, 10000)",PV20K,29.997735667,32.9663053995,159.59831122,32.7759083352,2452181.85442,49152.0,19.85
19990306_1400_I.fits,I,"(1024, 10000)",PV10K,209.998656178,32.982056942,160.086724449,16.4381162189,2451243.92025,24576.0,-33.15
20000425_1730_I.fits,I,"(1024, 10000)",PV10K,262.502562384,32.9815003095,160.043308476,16.42557761,2451659.92918,24576.0,-33.15
20000523_1710_I.fits,I,"(1024, 10000)",PV10K,257.498264054,32.9788719142,160.066589529,16.4381162189,2451687.83888,24576.0,-33.15
20000523_1310_I.fits,I,"(1024, 10000)",PV10K,197.502686329,32.9776008091,160.083368641,16.4381162189,2451687.67267,24576.0,-33.15
19970614_1410_I.fits,I,"(2048, 15000)",Loral1,212.499023731,33.0007547196,148.372883159,20.3159887228,2450613.6548,30720.0,-33.15
20000523_1430_I.fits,I,"(1024, 10000)",PV10K,217.502696541,32.978091092,160.089241336,16.4381162189,2451687.72808,24576.0,-33.15
20000523_1340_I.fits,I,"(1024, 10000)",PV10K,205.002574062,32.9777867041,160.091338725,16.4381162189,2451687.69345,24576.0,-33.15
20011015_0520_I.fits,I,"(2048, 10000)",PV20K,79.9979797596,32.9735799367,159.601667002,32.7759083352,2452197.94925,49152.0,19.85
20000407_1010_I.fits,I,"(1024, 10000)",PV10K,152.498398855,32.9798283557,160.089870557,16.42557761,2451641.6736,24576.0,-33.15
19990610_1410_I.fits,I,"(1024, 10000)",PV10K,212.498942624,32.9731543353,160.090080281,16.4381162189,2451339.66507,24576.0,-33.15
20011209_0640_I.fits,I,"(2048, 10000)",PV20K,100.001957107,32.9775702706,159.596843038,32.7759083352,2452252.85451,49152.0,19.85
20000413_1410_I.fits,I,"(1024, 10000)",PV10K,212.498562215,32.9822145166,160.090919252,16.42557761,2451647.82343,24576.0,-33.15
20000407_0910_I.fits,I,"(1024, 10000)",PV10K,137.498405501,32.9791602464,160.094275059,16.42557761,2451641.63204,24576.0,-33.15
20000523_1350_I.fits,I,"(1024, 10000)",PV10K,207.49860401,32.9778483394,160.09993803,16.4381162189,2451687.70037,24576.0,-33.15
19990309_1010_I.fits,I,"(1024, 10000)",PV10K,152.503086542,32.9825673289,160.089451085,16.4381162189,2451246.75482,24576.0,-33.15
20011209_0920_I.fits,I,"(2048, 10000)",PV20K,139.997990961,32.9855713846,159.602715689,32.7759083352,2452252.96529,49152.0,19.85
20000524_1640_I.fits,I,"(1024, 10000)",PV10K,250.035747278,32.9820226775,160.088612139,16.4381162189,2451688.81547,24576.0,-33.15
20000413_1230_I.fits,I,"(1024, 10000)",PV10K,187.502810584,32.9812094231,160.090709503,16.42557761,2451647.75419,24576.0,-33.15
20010929_0350_I.fits,I,"(2048, 10000)",PV20K,57.4979436865,32.9705879449,159.598311195,32.7759083352,2452181.93061,49152.0,19.85
20011127_0150_I.fits,I,"(2048, 10000)",PV20K,27.4980848972,32.9644474761,159.607539653,32.7759083352,2452240.68641,49152.0,19.85
20000407_1110_I.fits,I,"(1024, 10000)",PV10K,167.502663525,32.9805464932,160.090080281,16.42557761,2451641.71517,24576.0,-33.15
19990610_1540_I.fits,I,"(1024, 10000)",PV10K,235.002635346,32.9749604715,160.090080306,16.4381162189,2451339.72742,24576.0,-33.15
19990309_1000_I.fits,I,"(1024, 10000)",PV10K,149.998962317,32.9825416226,160.089660833,16.4381162189,2451246.74788,24576.0,-33.15
19970614_1610_I.fits,I,"(2048, 15000)",Loral1,242.503212015,33.0074449496,148.3730929,20.3159887228,2450613.73793,30720.0,-33.15
20000414_1210_I.fits,I,"(1024, 10000)",PV10K,182.498065369,32.9809383756,160.062394726,16.42557761,2451648.7376,24576.0,-33.15
20000407_1530_I.fits,I,"(1024, 10000)",PV10K,232.498722595,32.9830729498,160.097630892,16.42557761,2451641.89522,24576.0,-33.15
19990306_1110_I.fits,I,"(1024, 10000)",PV10K,167.503005651,32.9796671203,160.087353696,16.4381162189,2451243.80253,24576.0,-33.15
20011209_0500_I.fits,I,"(2048, 10000)",PV20K,74.9978247301,32.9715646367,159.609427279,32.7759083352,2452252.78524,49152.0,19.85
20000414_1340_I.fits,I,"(1024, 10000)",PV10K,204.998701777,32.9818875275,160.098050389,16.42557761,2451648.79993,24576.0,-33.15
19990609_1410_I.fits,I,"(1024, 10000)",PV10K,212.498920216,32.9732064944,160.090080306,16.4381162189,2451338.6678,24576.0,-33.15
20000413_1300_I.fits,I,"(1024, 10000)",PV10K,195.002587551,32.9815344396,160.090709503,16.42557761,2451647.77497,24576.0,-33.15
20000524_1500_I.fits,I,"(1024, 10000)",PV10K,225.063174818,32.9815359483,160.104342556,16.4381162189,2451688.7463,24576.0,-33.15
20000523_1410_I.fits,I,"(1024, 10000)",PV10K,212.498436338,32.9779707505,160.090499779,16.4381162189,2451687.71422,24576.0,-33.15
20000413_1400_I.fits,I,"(1024, 10000)",PV10K,209.998654666,32.9821257442,160.090919252,16.42557761,2451647.81651,24576.0,-33.15
20010929_0050_I.fits,I,"(2048, 10000)",PV20K,12.5021272383,32.964397137,159.598520942,32.7759083352,2452181.80595,49152.0,19.85
19990610_1440_I.fits,I,"(1024, 10000)",PV10K,219.998892493,32.9736858595,160.090080306,16.4381162189,2451339.68585,24576.0,-33.15
19970614_1810_I.fits,I,"(2048, 15000)",Loral1,272.499003617,33.0161798886,148.372883159,20.3159887228,2450613.82103,30720.0,-33.15
19990309_1140_I.fits,I,"(1024, 10000)",PV10K,174.998905233,32.9831907496,160.089031612,16.4381162189,2451246.81714,24576.0,-33.15
19990306_1240_I.fits,I,"(1024, 10000)",PV10K,189.998855323,32.9807105242,160.055053865,16.4381162189,2451243.86485,24576.0,-33.15
20000523_1600_I.fits,I,"(1024, 10000)",PV10K,239.998661019,32.9785813646,160.089241336,16.4381162189,2451687.7904,24576.0,-33.15
19970614_1500_I.fits,I,"(2048, 15000)",Loral1,225.003292925,33.0031598995,148.372883184,20.3159887228,2450613.68945,30720.0,-33.15
20000524_1750_I.fits,I,"(1024, 10000)",PV10K,267.51684766,32.9822531032,160.091128976,16.4381162189,2451688.8639,24576.0,-33.15
20000413_1420_I.fits,I,"(1024, 10000)",PV10K,215.002667108,32.9823001621,160.091338725,16.42557761,2451647.83037,24576.0,-33.15
20011015_2320_I.fits,I,"(2048, 10000)",PV20K,349.997793177,32.9626010739,159.603554653,32.7759083352,2452197.69992,49152.0,19.85
20010929_2300_I.fits,I,"(2048, 10000)",PV20K,345.002075436,32.9631674741,159.598311195,32.7759083352,2452181.72976,49152.0,19.85
20000523_1630_I.fits,I,"(1024, 10000)",PV10K,247.498535855,32.9787177685,160.090080281,16.4381162189,2451687.81118,24576.0,-33.15
20000407_1000_I.fits,I,"(1024, 10000)",PV10K,149.998418682,32.9797122592,160.089870557,16.42557761,2451641.66667,24576.0,-33.15
20011209_0110_I.fits,I,"(2048, 10000)",PV20K,17.5020495882,32.961521819,159.601667002,32.7759083352,2452252.62595,49152.0,19.85
19990306_1320_I.fits,I,"(1024, 10000)",PV10K,200.002841967,32.9813446262,160.086724449,16.4381162189,2451243.89257,24576.0,-33.15
19970614_1730_I.fits,I,"(2048, 15000)",Loral1,262.499025189,33.0131802163,148.372883184,20.3159887228,2450613.79333,30720.0,-33.15
20011209_1010_I.fits,I,"(2048, 10000)",PV20K,152.502122528,32.9871391208,159.601247533,32.7759083352,2452252.99992,49152.0,19.85
19970216_1120_I.fits,I,"(2048, 15000)",Loral1,170.000402509,33.0030978391,148.511096627,20.3351737539,2450495.85923,30720.0,-33.15
20000524_1340_I.fits,I,"(1024, 10000)",PV10K,204.889260165,32.9810633729,138.886086413,16.4381162189,2451688.69041,24576.0,-33.15
20000414_1000_I.fits,I,"(1024, 10000)",PV10K,149.998549954,32.9794846695,160.090499779,16.42557761,2451648.64756,24576.0,-33.15
20011209_0700_I.fits,I,"(2048, 10000)",PV20K,104.997819032,32.9787380588,159.601457255,32.7759083352,2452252.86835,49152.0,19.85
20011209_0820_I.fits,I,"(2048, 10000)",PV20K,125.001971961,32.9830115655,159.602505942,32.7759083352,2452252.92375,49152.0,19.85
20010929_0020_I.fits,I,"(2048, 10000)",PV20K,4.99776582345,32.9638331618,159.59831122,32.7759083352,2452181.78516,49152.0,19.85
20000425_1110_I.fits,I,"(1024, 10000)",PV10K,167.498670469,32.9787024121,160.07036481,16.42557761,2451659.66601,24576.0,-33.15
20011209_0600_I.fits,I,"(2048, 10000)",PV20K,90.0019512863,32.9751731966,159.605861749,32.7759083352,2452252.82681,49152.0,19.85
20010611_1840_I.fits,I,"(2048, 10000)",PV20K,280.003279961,32.9696092615,159.720378445,32.8008709463,2452071.85003,49152.0,19.85
20000413_1010_I.fits,I,"(1024, 10000)",PV10K,152.498444548,32.9796242618,160.091758222,16.42557761,2451647.65722,24576.0,-33.15
20011209_0440_I.fits,I,"(2048, 10000)",PV20K,70.0021021911,32.9703965073,159.594326195,32.7759083352,2452252.7714,49152.0,19.85
19990309_1050_I.fits,I,"(1024, 10000)",PV10K,162.498808645,32.9827589149,160.08945106,16.4381162189,2451246.78251,24576.0,-33.15
20000407_1420_I.fits,I,"(1024, 10000)",PV10K,215.002703744,32.9825987189,160.092177695,16.42557761,2451641.84675,24576.0,-33.15
20011209_0140_I.fits,I,"(2048, 10000)",PV20K,24.9977228815,32.9622547508,159.60145728,32.7759083352,2452252.64671,49152.0,19.85
20000413_1030_I.fits,I,"(1024, 10000)",PV10K,157.498452917,32.9798445936,160.091967946,16.42557761,2451647.67107,24576.0,-33.15
20000425_1600_I.fits,I,"(1024, 10000)",PV10K,239.998651409,32.9812127768,160.091548474,16.42557761,2451659.86685,24576.0,-33.15
20011209_0400_I.fits,I,"(2048, 10000)",PV20K,60.001926034,32.9681617305,159.603135159,32.7759083352,2452252.7437,49152.0,19.85
19970216_1050_I.fits,I,"(2048, 15000)",Loral1,162.500307745,33.003235673,148.511306369,20.3351737539,2450495.83845,30720.0,-33.15
20000523_1450_I.fits,I,"(1024, 10000)",PV10K,222.498563829,32.9782081475,160.089451085,16.4381162189,2451687.74192,24576.0,-33.15
20011209_0530_I.fits,I,"(2048, 10000)",PV20K,82.4978337935,32.9733581588,159.603554628,32.7759083352,2452252.80602,49152.0,19.85
20011015_0040_I.fits,I,"(2048, 10000)",PV20K,10.0021491451,32.9635119821,159.601667002,32.7759083352,2452197.75534,49152.0,19.85
19990306_1130_I.fits,I,"(1024, 10000)",PV10K,172.502996566,32.9798471013,160.086934198,16.4381162189,2451243.81638,24576.0,-33.15
20011127_0110_I.fits,I,"(2048, 10000)",PV20K,17.4976395565,32.9633578128,159.598520942,32.7759083352,2452240.6587,49152.0,19.85
20000524_1450_I.fits,I,"(1024, 10000)",PV10K,222.56630208,32.9814799615,160.104552305,16.4381162189,2451688.73938,24576.0,-33.15
20000414_1330_I.fits,I,"(1024, 10000)",PV10K,202.498363949,32.9817901926,160.057990199,16.42557761,2451648.793,24576.0,-33.15
19970216_1140_I.fits,I,"(2048, 15000)",Loral1,175.000356702,33.0031437795,148.512355028,20.3351737539,2450495.87308,30720.0,-33.15
20010929_0300_I.fits,I,"(2048, 10000)",PV20K,45.0021079899,32.9684915645,159.598520942,32.7759083352,2452181.89599,49152.0,19.85
19990610_1710_I.fits,I,"(1024, 10000)",PV10K,257.498380774,32.977229174,160.079593336,16.4381162189,2451339.78974,24576.0,-33.15
19990609_1320_I.fits,I,"(1024, 10000)",PV10K,199.998774705,32.9724992886,160.090080281,16.4381162189,2451338.63317,24576.0,-33.15
20000524_1630_I.fits,I,"(1024, 10000)",PV10K,247.54263101,32.9819814684,160.088612139,16.4381162189,2451688.80857,24576.0,-33.15
20000414_1110_I.fits,I,"(1024, 10000)",PV10K,167.502684293,32.9802574055,160.090290055,16.42557761,2451648.69605,24576.0,-33.15
20000524_1310_I.fits,I,"(1024, 10000)",PV10K,197.470395308,32.9808841275,138.902446077,16.4381162189,2451688.66985,24576.0,-33.15
20000425_1200_I.fits,I,"(1024, 10000)",PV10K,179.998620892,32.9792061324,160.066589504,16.42557761,2451659.70064,24576.0,-33.15
20010929_0340_I.fits,I,"(2048, 10000)",PV20K,54.9977806878,32.9701535662,159.59831122,32.7759083352,2452181.92368,49152.0,19.85
19990306_1530_I.fits,I,"(1024, 10000)",PV10K,232.498778489,32.983833637,160.086514725,16.4381162189,2451243.98258,24576.0,-33.15
20011127_2340_I.fits,I,"(2048, 10000)",PV20K,355.001872863,32.9623229119,159.60103781,32.7759083352,2452240.59637,49152.0,19.85
20000413_0950_I.fits,I,"(1024, 10000)",PV10K,147.502646888,32.979410688,160.093016641,16.42557761,2451647.64338,24576.0,-33.15
19990306_1350_I.fits,I,"(1024, 10000)",PV10K,207.502985472,32.98187287,160.086934198,16.4381162189,2451243.91334,24576.0,-33.15
20010929_0120_I.fits,I,"(2048, 10000)",PV20K,20.0021222888,32.9651190217,159.59831122,32.7759083352,2452181.82673,49152.0,19.85
19970614_1710_I.fits,I,"(2048, 15000)",Loral1,257.499132779,33.011696453,148.374980503,20.3159887228,2450613.77948,30720.0,-33.15
20010611_1850_I.fits,I,"(2048, 10000)",PV20K,282.49899224,32.9693900002,159.722056349,32.8008709463,2452071.85695,49152.0,19.85
20011015_2140_I.fits,I,"(2048, 10000)",PV20K,324.997548327,32.9625655364,159.580273774,32.7759083352,2452197.63065,49152.0,19.85
20000425_1150_I.fits,I,"(1024, 10000)",PV10K,177.502634877,32.9791048471,160.097001695,16.42557761,2451659.69372,24576.0,-33.15
20000425_1650_I.fits,I,"(1024, 10000)",PV10K,252.502822832,32.9814143911,160.090919252,16.42557761,2451659.90148,24576.0,-33.15
20000413_1350_I.fits,I,"(1024, 10000)",PV10K,207.502614462,32.9820340166,160.091129001,16.42557761,2451647.80959,24576.0,-33.15
20000523_1240_I.fits,I,"(1024, 10000)",PV10K,189.998628466,32.9774162352,160.108117862,16.4381162189,2451687.65189,24576.0,-33.15
20011127_0250_I.fits,I,"(2048, 10000)",PV20K,42.5020812936,32.9667178147,159.60418387,32.7759083352,2452240.72798,49152.0,19.85
20011209_0650_I.fits,I,"(2048, 10000)",PV20K,102.497773911,32.9781570843,159.599150159,32.7759083352,2452252.86142,49152.0,19.85
20000407_1410_I.fits,I,"(1024, 10000)",PV10K,212.498546827,32.9825142272,160.089660833,16.42557761,2451641.83981,24576.0,-33.15
20011209_0910_I.fits,I,"(2048, 10000)",PV20K,137.497970018,32.9851925264,159.602715689,32.7759083352,2452252.95837,49152.0,19.85
20011209_0540_I.fits,I,"(2048, 10000)",PV20K,85.0015170298,32.9739629784,159.58488799,32.7759083352,2452252.81296,49152.0,19.85
20010929_2330_I.fits,I,"(2048, 10000)",PV20K,352.501988094,32.9632702529,159.598311195,32.7759083352,2452181.75054,49152.0,19.85
20000425_1720_I.fits,I,"(1024, 10000)",PV10K,259.998336318,32.9814852851,160.070994031,16.42557761,2451659.92225,24576.0,-33.15
20011015_0100_I.fits,I,"(2048, 10000)",PV20K,15.0021486446,32.9639459232,159.60187675,32.7759083352,2452197.7692,49152.0,19.85
19990610_1320_I.fits,I,"(1024, 10000)",PV10K,200.002982602,32.97245681,160.090080281,16.4381162189,2451339.63045,24576.0,-33.15
20000407_1650_I.fits,I,"(1024, 10000)",PV10K,252.502797613,32.9833301152,160.075188809,16.42557761,2451641.95063,24576.0,-33.15
20000523_1520_I.fits,I,"(1024, 10000)",PV10K,230.002685001,32.9783762475,160.089031587,16.4381162189,2451687.76271,24576.0,-33.15
20000407_1030_I.fits,I,"(1024, 10000)",PV10K,157.498386921,32.9800645014,160.089870557,16.42557761,2451641.68745,24576.0,-33.15
19990309_0900_I.fits,I,"(1024, 10000)",PV10K,135.00306555,32.9825775656,160.089660808,16.4381162189,2451246.70634,24576.0,-33.15
20010929_0430_I.fits,I,"(2048, 10000)",PV20K,67.5020098755,32.9723760639,159.598520942,32.7759083352,2452181.95832,49152.0,19.85
20000524_1250_I.fits,I,"(1024, 10000)",PV10K,192.376676723,32.980761895,138.88566694,16.4381162189,2451688.65574,24576.0,-33.15
20000413_1450_I.fits,I,"(1024, 10000)",PV10K,222.50280683,32.9825354774,160.090919252,16.42557761,2451647.85115,24576.0,-33.15
20000524_1440_I.fits,I,"(1024, 10000)",PV10K,220.072977778,32.9814231276,160.103713335,16.4381162189,2451688.73247,24576.0,-33.15
20000407_1640_I.fits,I,"(1024, 10000)",PV10K,249.998207707,32.9833158694,160.078125169,16.42557761,2451641.94369,24576.0,-33.15
20000407_1740_I.fits,I,"(1024, 10000)",PV10K,264.998489377,32.9833223735,160.081061503,16.42557761,2451641.98524,24576.0,-33.15
20000425_1210_I.fits,I,"(1024, 10000)",PV10K,182.502583797,32.9793077085,160.093855586,16.42557761,2451659.70757,24576.0,-33.15
20000414_1050_I.fits,I,"(1024, 10000)",PV10K,162.498477968,32.9800311966,160.042469506,16.42557761,2451648.68219,24576.0,-33.15
19970216_1100_I.fits,I,"(2048, 15000)",Loral1,165.000458055,33.0031622249,148.511306369,20.3351737539,2450495.84538,30720.0,-33.15
20000523_1610_I.fits,I,"(1024, 10000)",PV10K,242.498511743,32.9786286484,160.074769336,16.4381162189,2451687.79733,24576.0,-33.15
20000414_1200_I.fits,I,"(1024, 10000)",PV10K,180.002715919,32.9808259893,160.078964139,16.42557761,2451648.73068,24576.0,-33.15
19970614_1800_I.fits,I,"(2048, 15000)",Loral1,269.99905156,33.0154295357,148.37519022,20.3159887228,2450613.81411,30720.0,-33.15
20010929_2040_I.fits,I,"(2048, 10000)",PV20K,309.997733561,32.9650015208,159.598101447,32.7759083352,2452181.63278,49152.0,19.85
